N,P,K,temperature,humidity,ph,rainfall,label,yield
24.83,47.28,21.52,28.43,91.82,6.09,52.43,mungbean,22.21
100.63,83.09,55.61,26.89,84.03,5.76,100.73,banana,190.9
18.04,41.4,21.15,26.68,89.19,7.01,48.52,mungbean,25.72
81.17,46.72,34.42,25.87,82.39,6.77,180.22,jute,46.68
26.08,136.76,189.11,22.63,78.14,5.6,80.87,grapes,111.91
15.19,29.86,25.55,33.8,63.84,5.64,107.55,mango,69.04
108.9,14.4,46.79,31.07,92.09,5.73,28.52,muskmelon,106.96
27.35,140.29,199.08,16.14,92.26,6.43,108.97,apple,62.59
99.85,46.09,15.79,23.36,77.56,6.78,70.64,cotton,38.63
99.49,64.71,55.94,23.88,82.73,6.13,41.57,watermelon,129.15
118.32,29.89,31.54,24.31,66.18,6.57,156.62,coffee,23.9
18.99,74.14,15.13,26.38,60.26,7.28,51.5,lentil,26.87
20.29,17.53,8.16,19.15,92.32,7.33,101.74,orange,65.86
79.01,51.21,22.32,17.0,67.79,5.99,83.34,maize,67.16
53.54,61.61,53.73,30.03,99.44,6.41,159.61,papaya,133.0
17.75,18.92,36.36,23.63,96.08,6.12,92.53,pomegranate,30.02
42.48,52.79,50.09,31.95,89.67,6.68,136.27,papaya,138.07
21.02,24.96,36.11,27.58,52.14,5.48,93.06,mango,72.43
15.53,67.63,19.58,26.17,74.17,6.65,34.62,lentil,25.96
40.05,60.88,43.41,32.91,96.46,5.91,148.19,papaya,127.94
124.09,49.23,19.78,22.55,72.01,6.42,79.8,cotton,41.45
15.27,62.96,16.31,24.65,61.33,7.3,60.42,lentil,25.06
124.05,45.74,17.94,23.38,77.21,7.2,88.92,cotton,39.24
16.78,12.16,41.6,20.07,88.43,6.63,102.22,pomegranate,30.22
21.93,13.05,27.76,28.09,95.8,5.24,131.52,coconut,79.07
74.81,41.74,21.48,20.72,55.03,6.27,87.89,maize,63.21
79.03,47.23,43.25,22.83,79.37,6.22,254.48,rice,53.88
75.9,54.63,37.56,23.61,79.6,7.68,166.12,jute,47.01
22.9,48.93,16.62,27.07,57.38,6.87,44.29,mothbeans,22.57
19.94,26.85,31.19,29.94,43.44,5.73,77.96,mango,68.39
26.37,128.12,193.61,24.74,73.91,5.91,63.42,grapes,105.27
105.27,50.38,18.16,25.17,80.22,6.79,85.52,cotton,42.06
22.48,16.55,35.67,26.19,92.92,5.77,161.2,coconut,85.08
75.69,54.39,18.06,21.72,67.72,5.62,93.63,maize,67.91
99.36,15.63,52.97,30.59,94.15,6.64,24.46,muskmelon,105.66
101.82,17.09,52.14,29.83,83.1,6.35,22.37,muskmelon,108.5
15.28,21.95,9.91,20.84,95.88,6.21,112.72,orange,72.49
23.58,57.4,18.63,26.63,55.1,7.31,44.63,mothbeans,23.36
22.39,47.95,18.68,27.97,87.08,6.79,48.84,mungbean,25.43
121.98,53.56,20.31,21.42,82.89,7.02,133.75,cotton,44.24
19.87,15.77,13.12,24.69,93.7,7.11,93.85,orange,65.48
19.14,28.04,24.52,30.22,44.47,5.98,95.95,mango,67.93
82.67,47.93,44.13,22.76,83.51,6.5,213.87,rice,56.92
75.22,49.76,21.19,17.69,69.17,5.1,105.43,maize,65.25
23.84,61.87,19.7,27.1,49.0,5.47,151.39,pigeonpeas,25.87
19.55,26.15,24.77,30.41,51.1,4.94,104.33,mango,67.73
46.5,76.5,82.05,15.75,14.0,7.56,76.56,chickpea,29.68
103.66,32.23,28.65,23.42,59.79,6.68,170.12,coffee,21.9
16.92,13.29,8.98,21.43,92.36,7.21,128.28,orange,50.94
20.8,23.74,26.89,32.36,54.69,5.84,98.51,mango,75.92
24.82,138.19,191.42,23.78,80.11,5.46,75.86,grapes,107.74
76.18,48.03,42.06,23.82,82.36,6.42,200.43,rice,47.08
96.98,76.67,47.47,28.73,77.69,5.73,104.86,banana,213.59
78.72,48.44,36.25,22.44,86.98,6.14,167.03,jute,47.21
100.84,81.15,47.41,28.31,77.0,5.74,132.67,banana,212.19
21.92,69.14,19.62,27.69,51.22,6.3,168.44,pigeonpeas,29.94
16.05,18.37,8.73,24.26,87.66,7.17,115.82,orange,63.88
38.59,57.85,84.51,16.69,14.79,7.39,72.88,chickpea,27.16
95.98,52.27,46.43,22.04,86.12,6.3,39.67,watermelon,115.19
20.99,65.48,21.99,27.08,61.4,7.21,64.98,lentil,28.06
70.26,43.55,39.99,24.83,80.77,6.09,178.47,jute,44.68
20.08,66.56,18.05,26.4,65.93,6.37,48.4,lentil,27.28
20.68,138.05,205.0,20.68,90.37,5.58,126.3,apple,64.85
108.99,28.55,30.51,29.68,58.8,7.48,137.35,coffee,22.88
19.96,52.66,15.2,27.86,80.36,6.78,48.27,mungbean,24.52
20.79,69.16,17.65,19.41,16.61,5.24,80.4,kidneybeans,31.86
81.52,42.94,35.79,22.1,72.71,6.64,177.32,jute,44.3
54.45,56.34,46.68,35.22,88.19,6.63,142.93,papaya,131.01
31.51,67.38,83.76,19.04,17.56,7.5,85.36,chickpea,27.55
21.49,19.4,14.14,21.69,95.93,7.4,95.8,orange,66.18
103.18,57.73,52.24,21.04,84.74,5.96,38.01,watermelon,125.35
101.31,27.13,51.86,29.25,91.37,5.91,34.38,muskmelon,100.75
74.88,46.79,18.12,20.02,66.65,5.41,88.71,maize,66.43
109.72,39.92,16.36,20.54,86.64,6.82,86.28,cotton,41.27
22.64,74.25,20.16,27.64,43.28,5.49,132.54,pigeonpeas,27.7
106.5,51.79,19.05,23.16,77.23,7.58,76.62,cotton,40.78
23.61,18.39,30.99,27.11,87.79,5.7,176.16,coconut,86.86
17.58,49.35,21.5,26.85,84.49,6.28,44.18,mungbean,26.63
17.06,61.4,17.0,24.07,68.33,6.88,39.44,lentil,26.08
83.82,28.42,29.18,27.01,59.48,6.58,161.25,coffee,22.91
18.79,47.76,23.23,23.93,50.53,7.46,49.01,mothbeans,22.43
76.95,45.98,34.05,22.12,72.61,6.72,182.08,jute,49.08
104.75,41.33,20.61,22.7,75.32,7.26,79.92,cotton,37.83
18.48,13.87,40.81,18.03,83.57,6.65,109.29,pomegranate,29.54
18.12,71.31,17.23,29.48,55.38,5.87,151.15,pigeonpeas,30.09
24.64,16.63,28.44,28.26,95.42,5.39,159.76,coconut,83.26
37.86,64.11,43.96,33.42,90.43,6.76,147.27,papaya,126.76
80.64,46.89,41.83,25.42,85.13,6.43,192.3,jute,44.76
20.25,31.44,28.44,31.09,56.39,5.78,113.91,mango,68.91
79.45,40.37,21.96,19.81,65.17,4.72,78.66,maize,60.46
78.09,50.75,39.13,25.86,80.17,6.73,163.87,jute,45.38
117.0,38.26,14.37,22.39,75.9,6.33,103.71,cotton,37.65
107.59,65.15,47.0,29.01,87.38,6.69,54.27,watermelon,126.44
20.67,68.08,20.59,27.09,59.25,5.43,130.74,pigeonpeas,29.09
106.34,30.72,35.82,24.82,61.3,6.17,175.23,coffee,23.35
20.16,21.93,35.78,22.71,94.33,6.52,94.99,pomegranate,32.5
105.16,27.68,30.73,26.32,50.39,7.33,214.74,coffee,23.82
19.58,49.01,18.73,25.74,95.11,6.59,47.37,mungbean,25.88
44.74,54.99,52.32,32.4,91.7,6.25,140.01,papaya,138.26
96.02,50.96,45.64,26.76,87.75,7.23,42.08,watermelon,114.5
23.52,60.22,23.07,29.39,50.56,6.13,145.77,pigeonpeas,28.38
98.19,60.56,42.36,24.68,82.48,7.39,68.37,watermelon,132.69
80.92,55.52,23.09,20.04,55.82,6.65,67.98,maize,67.9
20.36,27.55,29.82,30.04,45.04,6.1,88.37,mango,74.25
19.32,125.99,198.24,23.09,84.06,5.79,81.75,grapes,105.29
24.28,48.07,17.8,25.85,79.87,6.4,47.36,mungbean,24.52
79.91,47.5,19.88,22.25,59.93,6.6,69.44,maize,65.29
40.33,60.83,17.59,29.05,70.1,6.75,64.42,blackgram,24.57
23.92,130.94,198.43,16.29,89.67,5.62,113.29,apple,62.0
117.23,42.93,17.04,25.72,84.71,5.76,79.62,cotton,36.43
22.1,19.19,41.18,22.33,86.78,6.91,104.13,pomegranate,29.3
78.73,51.2,14.01,23.1,63.55,5.51,99.5,maize,76.99
24.12,15.97,12.47,22.0,96.61,7.95,115.87,orange,68.67
17.0,60.28,18.85,23.47,64.05,6.63,41.44,lentil,24.92
17.59,19.96,31.86,25.61,92.25,6.15,203.55,coconut,76.84
38.27,63.54,74.16,18.81,14.2,7.3,77.63,chickpea,29.88
34.62,70.36,78.34,19.42,14.0,6.75,64.92,chickpea,28.33
42.78,70.13,17.03,30.7,60.82,7.55,68.73,blackgram,25.93
20.56,68.69,21.47,29.36,44.88,6.23,128.17,pigeonpeas,26.53
89.49,48.66,19.93,23.28,68.17,5.96,80.62,maize,67.85
24.3,139.94,205.0,27.65,77.87,5.86,53.92,grapes,108.21
37.42,70.17,74.75,20.35,14.0,6.95,80.2,chickpea,29.34
99.62,14.42,47.11,25.63,96.64,5.7,28.12,muskmelon,94.93
17.02,72.1,17.82,25.02,59.12,7.09,54.57,lentil,27.61
39.25,71.88,86.59,18.75,16.0,6.66,64.01,chickpea,28.84
101.03,18.55,50.09,30.74,93.83,6.45,25.52,muskmelon,117.52
48.88,52.44,55.14,32.41,86.85,6.29,143.59,papaya,125.32
22.98,14.37,11.27,19.04,95.23,6.91,114.18,orange,61.75
41.47,66.74,23.09,29.81,62.06,6.52,61.68,blackgram,25.86
54.79,60.76,45.39,32.14,88.0,6.89,137.1,papaya,133.35
102.02,27.84,26.41,25.85,55.26,7.13,150.53,coffee,22.92
13.99,25.36,28.99,32.15,43.43,5.87,97.76,mango,69.77
18.49,19.13,14.34,21.27,91.75,6.5,113.44,orange,64.72
121.72,17.4,33.39,28.58,89.78,6.61,33.4,muskmelon,123.13
18.35,72.48,21.01,19.03,14.0,5.04,102.77,kidneybeans,29.53
23.94,126.54,191.72,22.6,82.83,5.21,76.99,grapes,108.55
50.0,58.49,50.23,33.08,88.99,6.47,140.88,papaya,127.13
13.48,66.6,17.36,20.12,65.11,6.5,47.0,lentil,24.92
13.94,126.74,193.87,20.8,94.81,6.1,111.88,apple,67.21
20.23,46.18,14.92,29.07,80.79,6.87,43.93,mungbean,27.0
78.17,45.32,42.24,22.16,80.2,7.16,217.56,rice,55.51
22.01,50.23,17.7,26.31,88.48,5.94,31.44,mungbean,24.25
16.96,18.9,13.73,21.17,85.51,6.92,77.16,orange,59.82
22.09,134.68,205.0,23.38,76.44,5.79,55.08,grapes,112.66
71.79,43.23,32.6,25.82,82.68,6.66,194.23,jute,48.87
18.21,141.56,205.0,22.25,89.14,5.9,107.2,apple,60.13
23.41,18.58,25.77,23.99,92.29,5.6,170.95,coconut,85.02
18.36,24.03,30.1,30.61,52.68,6.36,96.37,mango,66.63
109.14,27.83,29.6,25.12,59.22,6.69,186.15,coffee,24.15
17.99,14.12,8.85,24.43,92.51,6.7,123.49,orange,68.39
98.61,41.39,22.31,25.11,84.87,6.6,70.07,cotton,40.85
15.95,48.24,15.98,28.03,87.09,6.33,43.02,mungbean,25.61
21.43,46.41,16.79,28.74,88.0,7.37,49.29,mungbean,25.19
17.47,128.03,196.15,20.93,74.27,5.65,66.38,grapes,89.58
21.02,55.9,20.25,21.77,22.47,5.97,71.01,kidneybeans,29.97
18.31,45.46,23.37,29.49,89.1,5.9,51.56,mungbean,24.12
99.25,12.73,41.6,29.94,94.93,6.09,20.0,muskmelon,101.96
92.16,17.17,43.87,26.56,89.13,6.06,21.88,muskmelon,119.86
40.15,76.49,18.31,27.2,60.81,6.81,61.4,blackgram,25.79
25.96,123.12,188.01,24.05,82.09,6.19,79.42,grapes,97.71
49.16,54.39,53.33,31.03,89.03,6.52,144.69,papaya,149.54
20.71,16.82,35.05,19.72,91.34,6.38,141.38,pomegranate,28.88
100.97,55.04,52.31,25.06,82.7,6.17,47.27,watermelon,130.39
107.25,17.66,49.2,29.11,86.43,6.64,25.0,muskmelon,109.81
103.89,15.53,48.43,30.37,88.16,6.85,30.37,muskmelon,100.14
93.57,17.36,47.62,24.73,90.11,5.65,23.34,muskmelon,102.42
74.49,48.46,43.51,23.56,78.98,5.8,159.12,jute,49.68
22.85,129.81,192.77,20.86,91.18,5.91,95.8,apple,65.54
15.64,20.8,12.3,23.26,92.5,6.65,97.71,orange,62.64
92.09,62.05,45.75,23.84,81.75,6.23,57.61,watermelon,116.19
98.74,25.67,31.42,26.46,54.03,6.55,152.09,coffee,22.74
108.19,30.36,31.7,28.94,63.99,7.18,148.58,coffee,25.14
19.45,19.83,8.05,22.03,85.95,6.93,115.07,orange,69.16
90.58,78.73,44.72,25.89,81.82,5.6,111.74,banana,204.6
42.1,66.47,22.02,29.34,68.69,7.04,74.79,blackgram,27.25
18.19,135.39,193.64,20.67,94.24,6.2,111.4,apple,61.85
17.18,18.82,31.84,28.06,94.97,5.5,171.21,coconut,93.3
51.99,56.73,49.81,32.96,89.34,7.06,152.85,papaya,153.0
18.84,29.48,30.91,31.67,53.51,5.4,98.3,mango,72.49
92.07,77.43,51.34,25.81,86.36,6.37,106.52,banana,217.92
21.61,50.48,14.47,29.88,46.22,6.48,57.51,mothbeans,23.25
22.48,17.57,12.04,20.82,89.51,7.55,115.2,orange,55.74
54.75,51.56,47.93,34.65,89.82,7.0,157.43,papaya,139.3
107.88,48.27,16.54,20.78,79.15,6.72,63.42,cotton,41.52
70.22,48.54,37.23,22.3,83.62,6.2,229.81,rice,56.14
80.92,88.84,41.74,22.98,81.15,5.81,95.52,banana,191.56
21.96,40.65,19.12,30.39,58.81,6.99,47.23,mothbeans,23.38
19.8,75.36,10.88,27.33,66.28,6.76,46.82,lentil,25.85
94.84,16.39,47.04,29.11,95.55,5.95,25.2,muskmelon,109.11
17.75,6.01,31.73,25.95,96.99,5.77,173.75,coconut,69.95
99.33,72.3,58.08,27.3,79.9,6.03,111.11,banana,219.03
40.49,70.36,80.6,14.86,16.0,6.94,87.84,chickpea,30.11
18.52,66.79,19.88,19.17,24.07,5.73,103.87,kidneybeans,35.56
18.11,67.33,19.72,23.94,67.05,6.47,54.44,lentil,25.97
19.16,68.06,16.06,16.43,27.9,5.2,112.0,kidneybeans,27.44
97.38,27.6,33.45,23.79,63.96,6.92,150.24,coffee,22.38
87.0,80.91,48.77,27.11,72.88,6.3,112.76,banana,202.76
94.16,16.52,49.88,30.17,93.52,6.49,28.81,muskmelon,110.23
23.95,15.72,37.58,17.93,95.49,7.03,131.65,pomegranate,28.34
22.11,145.0,179.79,21.59,96.44,5.47,111.64,apple,69.06
14.38,10.61,24.04,27.36,95.76,5.54,196.26,coconut,78.02
19.56,73.33,18.82,23.5,60.68,6.75,50.95,lentil,27.68
57.77,58.73,48.97,33.7,89.47,6.6,141.17,papaya,145.1
21.05,53.4,17.04,26.05,48.6,6.27,64.08,mothbeans,22.56
38.01,70.49,19.96,29.97,71.68,7.45,68.57,blackgram,26.32
20.62,15.24,27.36,26.02,93.32,5.88,166.2,coconut,92.91
39.27,68.75,90.41,19.39,14.0,7.45,91.04,chickpea,31.98
69.5,45.97,40.11,25.04,85.92,7.29,181.5,jute,45.5
52.58,56.99,55.88,33.83,94.06,6.76,133.8,papaya,150.49
15.98,68.4,20.29,19.88,22.17,5.92,107.81,kidneybeans,33.29
17.79,72.61,16.12,29.56,54.97,5.73,143.03,pigeonpeas,28.85
16.25,20.63,10.2,23.57,88.76,6.77,112.45,orange,70.49
17.93,64.71,19.27,18.89,14.0,5.94,114.12,kidneybeans,32.43
21.64,136.28,205.0,17.04,88.34,5.52,104.41,apple,60.22
18.72,27.77,31.2,32.34,53.06,5.79,93.85,mango,74.19
90.16,14.93,49.71,29.73,88.96,6.18,23.76,muskmelon,95.98
75.56,51.71,38.91,23.62,73.34,6.35,166.31,jute,45.68
15.0,24.18,29.79,32.99,47.82,5.4,87.49,mango,73.47
109.27,60.28,54.57,28.16,81.82,6.09,54.63,watermelon,135.55
83.88,50.85,38.99,24.04,81.66,6.88,221.74,rice,57.2
86.43,38.18,37.58,22.54,82.47,6.37,179.4,jute,46.14
13.53,26.08,29.68,30.81,55.72,5.8,102.01,mango,77.95
23.83,66.63,21.49,31.61,55.09,5.9,137.0,pigeonpeas,25.91
22.08,75.79,19.21,20.96,20.25,5.78,102.02,kidneybeans,33.23
34.09,59.98,13.62,26.25,76.94,6.49,71.08,blackgram,25.16
33.01,54.47,21.15,29.61,65.47,6.67,82.67,blackgram,25.24
99.34,91.6,62.3,24.27,80.61,5.91,107.49,banana,193.1
17.27,69.27,17.04,25.65,63.5,7.52,49.91,lentil,25.93
22.48,71.59,22.82,20.68,27.5,5.61,107.05,kidneybeans,30.62
94.14,75.92,57.43,26.62,79.74,5.53,87.03,banana,206.33
27.45,144.7,199.79,21.92,79.76,5.82,74.71,grapes,108.78
20.44,66.17,26.16,26.94,50.82,5.01,146.73,pigeonpeas,25.66
15.96,64.48,18.99,24.92,65.89,6.39,48.83,lentil,25.79
16.74,12.49,38.0,19.68,95.82,6.98,100.41,pomegranate,32.53
109.33,49.34,18.2,23.55,81.72,6.87,73.34,cotton,39.23
45.5,69.45,78.64,17.33,15.42,6.94,71.09,chickpea,28.27
70.42,54.65,11.45,26.58,65.38,6.29,70.31,maize,64.96
22.18,137.07,187.96,22.55,86.67,5.44,115.42,apple,64.0
39.14,67.29,17.77,28.7,60.29,6.65,90.92,blackgram,26.73
23.52,120.92,203.31,21.45,94.27,6.1,128.03,apple,63.84
16.26,27.38,27.96,32.99,50.1,6.04,119.32,mango,70.72
95.48,74.92,54.83,24.35,83.77,5.98,113.31,banana,199.85
24.67,145.0,205.0,20.85,91.59,5.92,132.04,apple,68.91
114.91,43.96,23.91,20.88,79.24,6.56,83.88,cotton,40.9
83.94,43.32,48.58,24.46,86.51,6.14,215.76,rice,57.19
40.08,60.49,16.06,27.72,61.15,6.99,68.85,blackgram,26.49
103.41,18.75,43.61,30.43,88.69,6.26,26.5,muskmelon,107.89
91.94,55.6,47.45,24.48,85.33,6.46,54.93,watermelon,123.98
94.47,28.02,31.87,28.35,66.95,7.35,133.57,coffee,22.44
93.23,56.24,41.42,28.2,83.69,6.62,59.06,watermelon,146.8
83.16,45.73,38.58,26.78,86.68,7.32,180.88,jute,46.22
45.65,66.16,67.71,17.22,14.36,7.32,78.84,chickpea,30.08
85.07,45.65,42.43,22.85,84.66,6.51,171.02,jute,51.01
21.52,45.43,18.73,30.06,83.35,6.62,39.5,mungbean,26.31
24.84,135.0,197.3,21.59,82.22,6.31,84.75,grapes,114.31
69.16,54.44,37.81,21.5,78.65,6.96,176.54,jute,44.73
13.47,44.04,13.78,27.75,82.0,6.59,38.2,mungbean,26.68
15.79,143.38,205.0,20.27,91.28,6.2,115.64,apple,64.75
21.85,132.51,201.17,22.98,82.73,5.95,67.75,grapes,108.01
23.03,17.35,25.66,26.28,91.38,5.84,151.84,coconut,88.12
18.15,46.93,22.28,28.55,57.22,6.54,46.48,mothbeans,23.22
83.54,48.13,19.41,20.06,54.24,5.62,100.15,maize,67.95
22.12,16.52,28.27,28.05,94.22,6.1,197.26,coconut,80.83
15.89,23.92,46.92,18.2,87.03,6.74,102.75,pomegranate,29.99
71.42,53.16,35.68,24.7,79.59,6.32,165.49,jute,51.25
95.77,81.99,54.03,27.19,87.65,5.25,84.75,banana,214.14
17.25,58.59,17.85,24.46,48.68,5.09,137.91,pigeonpeas,25.66
46.27,68.01,16.02,31.33,72.66,6.95,74.42,blackgram,28.27
77.65,43.36,32.53,23.89,87.27,6.62,245.43,rice,48.3
24.31,62.1,16.49,24.4,60.06,5.79,146.07,pigeonpeas,26.96
25.21,26.32,34.13,30.66,50.99,5.51,77.09,mango,76.65
23.46,20.59,35.8,21.53,88.67,6.55,96.74,pomegranate,33.47
24.22,131.47,202.05,23.58,81.17,5.95,59.35,grapes,110.69
18.44,139.75,195.67,22.51,91.54,5.88,118.87,apple,65.23
45.34,58.88,17.84,27.82,62.51,7.28,72.94,blackgram,25.21
19.33,10.29,9.16,26.88,92.23,7.08,120.59,orange,67.36
71.28,45.22,19.23,22.64,62.21,6.77,88.69,maize,67.35
102.73,25.7,30.19,25.71,55.04,6.83,154.13,coffee,22.85
97.53,12.71,48.13,27.13,97.86,5.67,23.34,muskmelon,85.47
21.69,69.37,20.89,22.46,14.18,6.05,75.14,kidneybeans,31.68
21.17,139.38,190.01,20.47,83.47,6.31,53.94,grapes,99.8
17.37,64.37,18.76,27.46,52.66,5.41,153.79,pigeonpeas,27.23
96.55,30.64,25.61,25.61,59.07,5.94,174.66,coffee,20.74
21.18,9.95,11.4,23.22,94.12,6.69,122.21,orange,59.98
121.09,87.99,55.14,28.79,82.97,5.82,115.87,banana,173.65
18.85,25.9,29.96,33.44,49.74,6.36,105.35,mango,75.02
22.31,127.27,198.64,25.39,80.55,5.77,70.03,grapes,109.4
16.86,66.49,21.5,25.64,60.87,7.35,56.75,lentil,27.11
